,Unnamed: 0,label,text,is_eng,len,len_no_spaces,n_words,n_special_chars,n_capital_letters,emails,urls,phones,explicit,entities,w_free,w_click,w_claim,w_offer,w_win,w_prize,w_want,tfidf_features
1674,203,0,"['u', 'dont', 'rememb', 'old', 'commerci']",,37,32,6,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1675,204,0,"['late', 'said', 'websit', 'didnt', 'dont', 'slipper']",,78,62,17,3,3,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1676,205,0,"['ask', 'call', 'ok']",,30,23,8,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1677,206,0,"['kalli', 'wont', 'bat', '2nd', 'inning']",,31,26,6,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1678,207,0,"['didnt', 'work', 'oh', 'ok', 'goodnight', 'ill', 'fix', 'readi', 'time', 'wake', 'dearli', 'miss', 'good', 'night', 'sleep']",,146,117,30,5,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1679,208,0,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold']",,44,37,8,0,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1680,209,0,"['wen', 'ur', 'lovabl', 'bcum', 'angri', 'wid', 'u', 'dnt', 'take', 'serious', 'coz', 'angri', 'childish', 'n', 'true', 'way', 'show', 'deep', 'affect', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",,179,146,34,11,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1681,210,0,['doinghow'],,27,23,5,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1682,211,0,"['up', '3day', 'also', 'ship', 'compani', 'take', '2wk', 'way', 'usp', 'take', 'week', 'get', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuff']",,179,143,37,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1683,212,0,"['im', 'back', 'lemm', 'know', 'your', 'readi']",,38,32,7,3,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1684,213,0,"['dont', 'necessarili', 'expect', 'done', 'get', 'back', 'though', 'im', 'headin']",,97,80,18,2,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1685,214,0,"['mmm', 'yummi', 'babe', 'nice', 'jolt', 'suzi']",,43,34,10,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1686,215,0,"['lover', 'need']",,36,28,9,4,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1687,216,0,"['im', 'park', 'next', 'mini', 'come', 'today', 'think']",,74,60,15,5,7,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1688,217,0,['yup'],,3,3,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1689,218,0,"['anyway', 'im', 'go', 'shop', 'co', 'si', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']",,85,68,18,4,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1690,219,0,"['luton[entity]', 'ring', 'ur', 'around', 'h']",,48,39,10,5,34,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1691,220,0,"['dint', 'come', 'us']",,26,21,6,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1692,221,0,"['wana', 'plan', 'trip', 'sometm']",,35,29,7,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1693,222,0,"['sure', 'yet', 'still', 'tri', 'get', 'hold']",,47,37,11,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1694,223,0,"['evo', 'download', 'flash', 'jealou']",,47,39,9,3,3,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1695,224,0,"['come', 'mu', 'sort', 'narcot', 'situat']",,53,45,9,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1696,225,0,"['night', 'end', 'anoth', 'day', 'morn', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunni', 'ray', 'leav', 'worri', 'blue', 'blue', 'bay']",,147,119,29,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1697,226,0,"['usf', 'guess', 'might', 'well', 'take', '1', 'car']",,37,29,9,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1698,227,0,"['object', 'bf', 'come']",,31,26,6,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1699,228,0,['thanx'],,8,8,1,3,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1700,229,0,"['tell', 'rob', 'mack', 'gf', 'theater']",,38,30,9,0,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1701,230,0,"['awesom', 'ill', 'see', 'bit']",,30,24,7,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1702,231,0,"['sent', 'type', 'food', 'like']",,47,37,11,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1703,232,0,"['done', 'hand', 'celebr', 'full', 'swing', 'yet']",,56,47,10,3,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1704,233,0,"['got', 'call', 'tool']",,22,18,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1705,234,0,"['wen', 'u', 'miss', 'someon']",,19,16,4,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1706,235,0,"['ok', 'ask', 'money', 'far']",,29,23,7,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1707,236,0,['oki'],,7,7,1,3,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1708,237,0,"['yeah', 'think', 'usual', 'guy', 'still', 'pass', 'last', 'night', 'get', 'ahold', 'anybodi', 'let', 'know', 'ill', 'throw']",,121,97,25,3,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1709,238,0,"['k', 'might', 'come', 'tonight', 'class', 'let', 'earli']",,58,46,13,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1710,239,0,['ok'],,4,4,1,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1711,240,0,"['hi', 'babi', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2', 'give', 'call', 'hour', 'home', 'that', 'alright', 'fone', 'fone', 'love', 'jenni', '[explicit]']",,155,121,35,3,0,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1712,241,0,"['life', 'mean', 'lot', 'love', 'life', 'love', 'peopl', 'life', 'world', 'call', 'friend', 'call', 'world', 'ge']",,160,128,33,14,10,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1713,242,0,"['dearshal', 'mail', 'tonitebusi', 'streetshal', 'updat', 'toniteth', 'look', 'okvarunnathu', 'edukkukaye', 'raksha', 'ollubut', 'good', 'one', 'real', 'sens']",,152,132,21,7,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1714,243,0,"['hey', 'told', 'name', 'gautham', 'ah']",,37,30,8,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1715,244,0,"['haf', 'u', 'found', 'feel', 'stupid', 'da', 'v', 'cam', 'work']",,55,43,13,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1716,245,0,"['oop', '4', 'got', 'bit']",,21,17,5,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1717,246,0,"['much', 'buzi']",,22,18,5,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1718,247,0,"['accident', 'delet', 'messag', 'resend', 'pleas']",,50,44,7,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1719,248,0,"['unless', 'situat', 'go', 'gurl', 'would', 'appropri']",,67,56,12,1,10,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1720,249,0,"['hurt', 'teas', 'make', 'cri', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', 'nice', 'day', 'bslvyl']",,153,119,35,11,34,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1721,250,0,"['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']",,51,41,11,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1722,251,0,"['need', 'coffe', 'run', 'tomoc', 'believ', 'time', 'week', 'alreadi']",,67,56,12,3,2,0,0,0,0.0,0,0,0,0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1723,252,0,"['awesom', 'rememb', 'last', 'time', 'got', 'somebodi', 'high', 'first', 'time', 'diesel', 'v']",,88,72,17,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1724,253,0,"['[explicit]', 'realli', 'shock', 'scari', 'cant', 'imagin', 'second', 'def', 'night', 'u', 'think', 'somewher', 'could', 'crash', 'night', 'save', 'taxi']",,163,133,31,7,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1725,254,0,"['oh', 'way', 'food', 'fridg', 'want', 'go', 'meal', 'tonight']",,91,70,21,2,2,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
1726,255,0,"['womdarful', 'actor']",,24,20,5,0,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1727,256,0,"['yup', 'remb', 'think', 'book']",,57,46,11,9,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1728,257,0,"['jo', 'ask', 'u', 'wana', 'meet']",,26,20,7,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1729,258,0,"['lol', 'ye', 'friendship', 'hang', 'thread', 'caus', 'u', 'wont', 'buy', 'stuff']",,71,58,14,3,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1730,259,0,"['garag', 'key', 'arent', 'bookshelf']",,55,46,10,2,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1731,260,0,"['today', 'accept', 'dayu', 'accept', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rpli', 'mean', 'enemi']",,156,133,24,3,26,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1732,261,0,"['say', 'hell', 'give', 'call', 'friend', 'got', 'money', 'he', 'definit', 'buy', 'end', 'week']",,119,96,24,3,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1733,262,0,"['hi', 'way', 'u', '2day', 'normal', 'waythi', 'real', 'ur', 'uniquei', 'hope', 'know', 'u', '4', 'rest', 'mylif', 'hope', 'u', 'find', 'wot', 'lost']",,142,110,33,6,7,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1734,263,0,"['made', 'day', 'great', 'day']",,41,32,10,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1735,264,0,"['kkadvanc', 'happi', 'pongal']",,26,24,3,4,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1736,265,0,"['hmmm', 'guess', 'go', '4', 'kb', 'n', 'power', 'yoga', 'haha', 'dunno', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'lo', 'oso', 'forgot', 'liao']",,119,96,24,14,4,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1737,266,0,"['realli', 'dude', 'friend', 'im', 'afraid']",,46,38,9,4,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1738,267,0,"['coffe', 'cake', 'guess']",,23,20,4,4,1,0,0,0,0.0,0,0,0,0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1739,268,0,"['merri', 'christma', 'babe', 'love', 'ya', 'kiss']",,51,42,10,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1740,269,0,"['hey', 'dont', 'go', 'watch', 'x', 'men', 'lunch', 'haha']",,62,49,13,6,3,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1741,270,0,"['cud', 'u', 'tell', 'ppl', 'im', 'gona', 'b', 'bit', 'l8', 'co', '2', 'buse', 'hav', 'gon', 'past', 'co', 'full', 'im', 'still', 'waitin', '4', '1', 'pete', 'x']",,107,80,28,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1742,271,0,"['would', 'great', 'well', 'guild', 'could', 'meet', 'bristol', 'road', 'somewher', 'get', 'touch', 'weekend', 'plan', 'take', 'flight', 'good', 'week']",,157,127,31,6,7,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1743,272,0,['problem'],,30,25,6,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1744,273,0,"['hi', 'dahow', 'today', 'class']",,31,26,6,3,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1745,274,0,"['id', 'say', 'that', 'good', 'sign', 'well', 'know', 'track', 'record', 'read', 'women']",,79,64,16,4,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1746,275,0,"['cool', 'text', 'your', 'park']",,32,27,6,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1747,276,0,"['im', 'read', 'text', 'sent', 'meant', 'joke', 'read', 'light']",,86,67,20,3,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1748,277,0,"['kkapo', 'kgood', 'movi']",,22,20,3,5,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1749,278,0,"['mayb', 'could', 'get', 'book', 'tomo', 'return', 'immedi', 'someth']",,76,63,14,4,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1750,279,0,"['chanc', 'might', 'evapor', 'soon', 'violat', 'privaci', 'steal', 'phone', 'number', 'employ', 'paperwork', 'cool', 'pleas', 'contact', 'report', 'supervisor']",,232,190,43,4,4,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1751,280,0,"['tadaaaaa', 'home', 'babe', 'still']",,45,36,10,4,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1752,281,0,"['cool', 'come', 'havent', 'wine', 'dine']",,57,47,11,2,2,0,0,0,0.0,0,0,0,0,0,1,0,0,[0. 0. 0. ... 0. 0. 0.]
1753,282,0,"['sleepingand', 'surf']",,26,24,3,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1754,283,0,"['u', 'call', 'right', 'call', 'hand', 'phone']",,41,34,8,4,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1755,284,0,"['ok', 'that', 'great', 'thanx', 'lot']",,28,23,6,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1756,285,0,"['take', 'post', 'come', 'must', '1000', 'text', 'happi', 'read', 'one', 'wiv', 'hello', 'carolin', 'end', 'favourit', 'bless']",,151,121,31,4,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1757,286,0,"['u', 'hide', 'stranger']",,29,25,5,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1758,287,0,"['interest', 'like']",,34,28,7,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1759,288,0,"['sister', 'clear', 'two', 'round', 'birla', 'soft', 'yesterday']",,52,44,9,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1760,289,0,"['gudnitetcpractic', 'go']",,33,31,3,7,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1761,290,0,"['di', 'yiju', 'ju', 'saw', 'ur', 'mail', 'case', 'huim', 'havent', 'sent', 'u', 'num', 'di', 'num']",,85,66,20,4,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1762,291,0,"['one', 'small', 'prestig', 'problem']",,31,27,5,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1763,292,0,"['check', 'realli', 'miss', 'see', 'jeremiah', 'great', 'month']",,78,64,15,2,4,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1764,293,0,"['nah', 'cant', 'help', 'ive', 'never', 'iphon']",,50,41,10,3,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1765,294,0,"['your', 'car', 'hour', 'half', 'im', 'go', '[explicit]']",,66,52,15,4,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1766,295,0,"['today', 'sorri', 'day', 'ever', 'angri', 'ever', 'misbehav', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'im', 'basic', 'good']",,148,119,30,7,28,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1767,296,0,"['yo', 'guy', 'ever', 'figur', 'much', 'need', 'alcohol', 'jay', 'tri', 'figur', 'much', 'safe', 'spend', 'weed']",,129,102,28,1,3,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1768,297,0,"['ltgt', 'ish', 'minut', '5', 'minut', 'ago', 'wtf']",,45,38,8,7,26,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1769,298,0,"['thank', 'callingforgot', 'say', 'happi', 'onam', 'sirjii', 'fine', 'rememb', 'met', 'insur', 'personmeet', 'qatar', 'insha', 'allahrakhesh', 'ex', 'tata', 'aig', 'join', 'tisscotays']",,202,169,34,7,24,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1770,299,0,"['im', 'actor', 'work', 'work', 'even', 'sleep', 'late', 'sinc', 'im', 'unemploy', 'moment', 'alway', 'sleep', 'late', 'your', 'unemploy', 'everi', 'day', 'saturday']",,168,138,31,10,10,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1771,300,0,"['hello', 'got', 'st', 'andrewsboy', 'long', 'way', 'cold', 'keep', 'post']",,85,69,17,5,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1772,301,0,"['ha', 'ha', 'cool', 'cool', 'chikku', 'chikkudb']",,38,33,6,7,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1773,302,0,"['oh', 'ok', 'prob']",,15,12,4,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1774,303,0,"['check', 'audrey', 'statu', 'right']",,31,27,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1775,304,0,"['busi', 'tri', 'finish', 'new', 'year', 'look', 'forward', 'final', 'meet']",,88,73,16,5,3,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1776,305,0,"['good', 'afternoon', 'sunshin', 'dawn', 'day', 'refresh', 'happi', 'aliv', 'breath', 'air', 'smile', 'think', 'love', 'alway']",,160,127,34,8,6,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1777,306,0,"['well', 'know', 'z', 'take', 'care', 'worri']",,50,39,12,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1778,307,0,"['wat', 'uniform', 'get']",,26,22,5,2,2,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
1779,308,0,"['cool', 'text', 'your', 'readi']",,31,26,6,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1780,309,0,"['hello', 'boytoy', 'geeee', 'miss', 'alreadi', 'woke', 'wish', 'bed', 'cuddl', 'love']",,129,101,29,9,6,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1781,310,0,"['spoil', 'bed', 'well']",,34,26,9,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1782,311,0,"['im', 'go', 'bath', 'msg', 'next', 'ltgt', 'min']",,54,43,10,8,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1783,312,0,"['cant', 'keep', 'talk', 'peopl', 'sure', 'pay', 'agre', 'price', 'pl', 'tell', 'want', 'realli', 'buy', 'much', 'will', 'pay']",,162,126,37,1,2,0,0,0,,0,0,0,0,0,0,1,1,[0. 0. 0. ... 0. 0. 0.]
1784,313,0,"['say', 'happen']",,23,19,5,0,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1785,314,0,"['could', 'seen', 'mei', 'didt', 'recognis', 'face']",,53,45,9,6,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1786,315,0,"['well', 'there', 'lot', 'thing', 'happen', 'lindsay', 'new', 'year', 'sigh', 'bar', 'ptbo', 'blue', 'heron', 'someth', 'go']",,131,107,25,3,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1787,316,0,"['keep', 'payasam', 'rinu', 'bring']",,36,30,7,0,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1788,317,0,"['taught', 'ranjith', 'sir', 'call', 'sm', 'like', 'becau', 'he', 'verifi', 'project', 'prabu', 'told', 'today', 'pa', 'dont', 'mistak']",,143,117,27,5,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1789,318,0,"['guess', 'that', 'worri', 'must', 'know', 'there', 'way', 'bodi', 'repair', 'im', 'quit', 'sure', 'shouldnt', 'worri', 'well', 'take', 'slow', 'first', 'test', 'guid', 'ovul', 'relax', 'noth', 'youv', 'said', 'reason', 'worri', 'ill', 'keep', 'followin']",,300,244,57,14,6,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1790,319,0,"['yeah', 'sure', 'give', 'coupl', 'minut', 'track', 'wallet']",,59,48,12,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1791,320,0,"['hey', 'leav', 'big', 'deal', 'take', 'care']",,42,34,9,5,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1792,321,0,"['hey', 'late', 'ah', 'meet', '945']",,41,32,10,4,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1793,322,0,"['took', 'mr', 'owl', '3', 'lick']",,22,17,6,0,2,0,0,0,,0,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1794,323,0,"['custom', 'place', 'call']",,31,26,6,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1795,324,0,"['mm', 'time', 'dont', 'like', 'fun']",,30,24,7,0,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1796,325,0,"['yup', 'lunch', 'buffet', 'u', 'eat', 'alreadi']",,47,39,9,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1797,326,0,"['huh', 'late', 'fr', 'dinner']",,25,21,5,4,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1798,327,0,"['hey', 'sat', 'go', 'intro', 'pilat', 'kickbox']",,80,64,16,2,2,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1799,328,0,"['morn', 'ok']",,22,18,5,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1800,329,0,"['ye', 'think', 'offic', 'lap', 'room', 'think', 'that', 'last', 'day', 'didnt', 'shut']",,115,88,28,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1801,330,0,"['pick', 'bout', '730ish', 'time', 'go']",,56,45,11,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1802,331,0,"['perform', 'award', 'calcul', 'everi', 'two', 'monthnot', 'current', 'one', 'month', 'period']",,102,87,16,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1803,332,0,"['actual', 'sleep', 'still', 'might', 'u', 'call', 'back', 'text', 'gr8', 'rock', 'si', 'send', 'u', 'text', 'wen', 'wake']",,118,93,26,4,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1804,333,0,"['alway', 'put', 'busi', 'put', 'pictur', '[explicit]', 'facebook', 'one', 'open', 'peopl', 'ive', 'ever', 'met', 'would', 'think', 'pictur', 'room', 'would', 'hurt', 'make', 'feel', 'violat']",,228,186,43,8,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
1805,334,0,"['good', 'even', 'sir', 'al', 'salam', 'wahleykkumshar', 'happi', 'newsbi', 'grace', 'god', 'got', 'offer', 'tayseertissco', 'joinedhop', 'fineinshah', 'allahmeet', 'sometimerakheshvisitor', 'india']",,204,175,30,11,19,0,0,0,,0,0,0,0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
